SETTINGS,VALUE,,,
Filename,GW_vs_H+N_county,,,
Vote type,Raw,,,
Color type,Margin,,,
Isolate,AL AR FL GA KY LA MS MO NC OK SC TN TX VA,,,
Borders,FALSE,,,
Separator,FALSE,,,
,,,,
COLORS,VALUE,HEX,,
Orange,0,ffe6d5,,
Breathitt,KY,361,4315,4678
Breckinridge,KY,1067,4803,5873
Bullitt,KY,2180,4100,6310
Butler,KY,634,3328,3967
Caldwell,KY,1426,3578,5065
Calloway,KY,2150,6526,8682
Campbell,KY,4750,23428,28203
Carlisle,KY,807,1623,2438
Carroll,KY,514,2633,3152
Carter,KY,926,5578,6511
Casey,KY,649,4577,5235
Christian,KY,4527,8069,12614
Clark,KY,1722,5083,6808
Clay,KY,327,5876,6204
Clinton,KY,280,3140,3425
Crittenden,KY,748,2780,3533
Cumberland,KY,355,2762,3120
Daviess,KY,5015,20058,25142
Edmonson,KY,516,2959,3484
Elliott,KY,280,1902,2186
Estill,KY,675,3497,4174
Fayette,KY,8354,41850,50373
Fleming,KY,535,3626,4167
Floyd,KY,1150,11883,13043
Franklin,KY,2655,10453,13165
Fulton,KY,1526,2283,3818
Gallatin,KY,304,1098,1407
Garrard,KY,675,3205,3927
Grant,KY,941,2555,3522
Graves,KY,3829,8342,12213
Grayson,KY,657,5193,5885
Green,KY,712,3451,4170
Greenup,KY,1365,9387,10755
Hancock,KY,419,1916,2347
Hardin,KY,2845,9799,12737
Harlan,KY,2099,10961,13077
Harrison,KY,839,4010,4850
Hart,KY,1002,4475,5484
Henderson,KY,2132,8574,10726
Henry,KY,711,3249,3967
Hickman,KY,1154,1503,2686
Hopkins,KY,3668,8182,11869
Jackson,KY,279,3402,3684
Jefferson,KY,35561,186184,222657
Jessamine,KY,1440,3672,5143
Johnson,KY,344,6188,6536
Kenton,KY,7612,31919,39557
Knott,KY,428,4433,4867
Knox,KY,944,6632,7595
Larue,KY,776,3113,3897
Laurel,KY,1236,8007,9251
Lawrence,KY,476,3771,4249
Lee,KY,285,2013,2298
Leslie,KY,236,3443,3679
Letcher,KY,920,6742,7667
Lewis,KY,472,3777,4257
Lincoln,KY,1129,4327,5461
Livingston,KY,953,2351,3307
Logan,KY,1881,6741,8687
Lyon,KY,619,1298,1938
McCracken,KY,5810,15628,21544
McCreary,KY,479,3429,3949
Madison,KY,2558,9209,11878
Magoffin,KY,229,3894,4123
McLean,KY,1084,2745,3840
Marion,KY,849,4056,4906
Marshall,KY,2183,5733,7921
Martin,KY,136,2702,2840
Mason,KY,1131,5433,6570
Meade,KY,886,3311,4200
Menifee,KY,247,1063,1317
Mercer,KY,1227,4382,5646
Metcalfe,KY,469,2567,3046
Monroe,KY,590,4779,5372
Montgomery,KY,980,3521,4508
Morgan,KY,398,3563,3961
Muhlenberg,KY,2198,7541,9750
Nelson,KY,1104,5793,6916
Nicholas,KY,413,1636,2062
Ohio,KY,1263,5199,6470
Oldham,KY,937,3054,3993
Owen,KY,697,2435,3134
Owsley,KY,157,1720,1877
Pendleton,KY,760,2770,3533
Perry,KY,983,8555,9541
Pike,KY,1933,20574,22526
Powell,KY,625,2091,2718
Pulaski,KY,1780,11113,12901
Robertson,KY,186,822,1011
Rockcastle,KY,644,3940,4588
Rowan,KY,541,3915,4459
Russell,KY,718,3996,4721
Scott,KY,1242,3709,4984
Shelby,KY,1185,4866,6054
Simpson,KY,1390,2940,4339
Spencer,KY,448,1297,1750
Taylor,KY,1554,4399,5959
Todd,KY,1932,2515,4479
Trigg,KY,1180,2430,3621
Trimble,KY,406,1556,1967
Union,KY,1804,3987,5794
Warren,KY,4365,13284,17665
Washington,KY,472,3538,4019
Wayne,KY,475,4522,5002
Webster,KY,1337,3560,4905
Whitley,KY,1650,7773,9439
Wolfe,KY,282,1920,2207
Woodford,KY,894,3547,4472
Acadia,LA,9715,7276,16991
Allen,LA,4229,3030,7259
Ascension,LA,6004,4541,10545
Assumption,LA,2898,3307,6205
Avoyelles,LA,6760,5252,12012
Beauregard,LA,4048,3184,7232
Bienville,LA,3466,2709,6175
Bossier,LA,9249,6527,15776
Caddo,LA,28463,38899,67362
Calcasieu,LA,20250,24113,44363
Caldwell,LA,2252,1463,3715
Cameron,LA,1655,938,2593
Catahoula,LA,2677,1524,4201
Claiborne,LA,3311,2662,5973
Concordia,LA,4542,2957,7499
De Soto,LA,4190,4374,8564
East Baton Rouge,LA,35250,43431,78681
East Carroll,LA,1706,2512,4218
East Feliciana,LA,2225,1866,4091
Evangeline,LA,7362,4196,11558
Franklin,LA,5394,1733,7127
Grant,LA,3470,2045,5515
Iberia,LA,8071,10958,19029
Iberville,LA,4290,5497,9787
Jackson,LA,3941,2629,6570
Jefferson,LA,41902,49671,91573
Jefferson Davis,LA,4897,4854,9751
Lafayette,LA,11723,18652,30375
Lafourche,LA,10910,10313,21223
LaSalle,LA,3878,1968,5846
Lincoln,LA,4225,4652,8877
Livingston,LA,9907,2347,12254
Madison,LA,2380,3218,5598
Morehouse,LA,5377,3515,8892
Natchitoches,LA,5505,6297,11802
Orleans,LA,58489,120179,178668
Ouachita,LA,15145,16559,31704
Plaquemines,LA,6430,2112,8542
Pointe Coupee,LA,3508,3989,7497
Rapides,LA,16239,18992,35231
Red River,LA,2477,1294,3771
Richland,LA,4415,2048,6463
Sabine,LA,4526,2284,6810
St. Bernard,LA,13056,5971,19027
St. Charles,LA,4383,4745,9128
St. Helena,LA,1800,1570,3370
St. James,LA,2765,3765,6530
St. John the Baptist,LA,3246,4185,7431
St. Landry,LA,12659,12133,24792
St. Martin,LA,4759,4946,9705
St. Mary,LA,6761,9898,16659
St. Tammany,LA,11470,9291,20761
Tangipahoa,LA,13088,7890,20978
Tensas,LA,1290,1348,2638
Terrebonne,LA,8836,9841,18677
Union,LA,4297,2449,6746
Vermilion,LA,8124,7084,15208
Vernon,LA,5536,3070,8606
Washington,LA,11002,4716,15718
Webster,LA,8646,5367,14013
West Baton Rouge,LA,2569,2685,5254
West Carroll,LA,3574,980,4554
West Feliciana,LA,1073,1599,2672
Winn,LA,4015,2280,6295
Androscoggin,ME,,,
Aroostook,ME,,,
Cumberland,ME,,,
Franklin,ME,,,
Hancock,ME,,,
Kennebec,ME,,,
Knox,ME,,,
Lincoln,ME,,,
Oxford,ME,,,
Penobscot,ME,,,
Piscataquis,ME,,,
Sagadahoc,ME,,,
Somerset,ME,,,
Waldo,ME,,,
Washington,ME,,,
York,ME,,,
Allegany,MD,,,
Anne Arundel,MD,,,
Baltimore Co.,MD,,,
Calvert,MD,,,
Caroline,MD,,,
Carroll,MD,,,
Cecil,MD,,,
Charles,MD,,,
Dorchester,MD,,,
Frederick,MD,,,
Garrett,MD,,,
Harford,MD,,,
Howard,MD,,,
Kent,MD,,,
Montgomery,MD,,,
Prince George's,MD,,,
Queen Anne's,MD,,,
St. Mary's,MD,,,
Somerset,MD,,,
Talbot,MD,,,
Washington,MD,,,
Wicomico,MD,,,
Worcester,MD,,,
Baltimore city,MD,,,
Barnstable,MA,,,
Berkshire,MA,,,
Bristol,MA,,,
Dukes,MA,,,
Essex,MA,,,
Franklin,MA,,,
Hampden,MA,,,
Hampshire,MA,,,
Middlesex,MA,,,
Nantucket,MA,,,
Norfolk,MA,,,
Plymouth,MA,,,
Suffolk,MA,,,
Worcester,MA,,,
Alcona,MI,,,
Alger,MI,,,
Allegan,MI,,,
Alpena,MI,,,
Antrim,MI,,,
Arenac,MI,,,
Baraga,MI,,,
Barry,MI,,,
Bay,MI,,,
Benzie,MI,,,
Berrien,MI,,,
Branch,MI,,,
Calhoun,MI,,,
Cass,MI,,,
Charlevoix,MI,,,
Cheboygan,MI,,,
Chippewa,MI,,,
Clare,MI,,,
Clinton,MI,,,
Crawford,MI,,,
Delta,MI,,,
Dickinson,MI,,,
Eaton,MI,,,
Emmet,MI,,,
Genesee,MI,,,
Gladwin,MI,,,
Gogebic,MI,,,
Grand Traverse,MI,,,
Gratiot,MI,,,
Hillsdale,MI,,,
Houghton,MI,,,
Huron,MI,,,
Ingham,MI,,,
Ionia,MI,,,
Iosco,MI,,,
Iron,MI,,,
Isabella,MI,,,
Jackson,MI,,,
Kalamazoo,MI,,,
Kalkaska,MI,,,
Kent,MI,,,
Keweenaw,MI,,,
Lake,MI,,,
Lapeer,MI,,,
Leelanau,MI,,,
Lenawee,MI,,,
Livingston,MI,,,
Luce,MI,,,
Mackinac,MI,,,
Macomb,MI,,,
Manistee,MI,,,
Marquette,MI,,,
Mason,MI,,,
Mecosta,MI,,,
Menominee,MI,,,
Midland,MI,,,
Missaukee,MI,,,
Monroe,MI,,,
Montcalm,MI,,,
Montmorency,MI,,,
Muskegon,MI,,,
Newaygo,MI,,,
Oakland,MI,,,
Oceana,MI,,,
Ogemaw,MI,,,
Ontonagon,MI,,,
Osceola,MI,,,
Oscoda,MI,,,
Otsego,MI,,,
Ottawa,MI,,,
Presque Isle,MI,,,
Roscommon,MI,,,
Saginaw,MI,,,
St. Clair,MI,,,
St. Joseph,MI,,,
Sanilac,MI,,,
Schoolcraft,MI,,,
Shiawassee,MI,,,
Tuscola,MI,,,
Van Buren,MI,,,
Washtenaw,MI,,,
Wayne,MI,,,
Wexford,MI,,,
Aitkin,MN,,,
Anoka,MN,,,
Becker,MN,,,
Beltrami,MN,,,
Benton,MN,,,
Big Stone,MN,,,
Blue Earth,MN,,,
Brown,MN,,,
Carlton,MN,,,
Carver,MN,,,
Cass,MN,,,
Chippewa,MN,,,
Chisago,MN,,,
Clay,MN,,,
Clearwater,MN,,,
Cook,MN,,,
Cottonwood,MN,,,
Crow Wing,MN,,,
Dakota,MN,,,
Dodge,MN,,,
Douglas,MN,,,
Faribault,MN,,,
Fillmore,MN,,,
Freeborn,MN,,,
Goodhue,MN,,,
Grant,MN,,,
Hennepin,MN,,,
Houston,MN,,,
Hubbard,MN,,,
Isanti,MN,,,
Itasca,MN,,,
Jackson,MN,,,
Kanabec,MN,,,
Kandiyohi,MN,,,
Kittson,MN,,,
Koochiching,MN,,,
Lac qui Parle,MN,,,
Lake,MN,,,
Lake of the Woods,MN,,,
Le Sueur,MN,,,
Lincoln,MN,,,
Lyon,MN,,,
McLeod,MN,,,
Mahnomen,MN,,,
Marshall,MN,,,
Martin,MN,,,
Meeker,MN,,,
Mille Lacs,MN,,,
Morrison,MN,,,
Mower,MN,,,
Murray,MN,,,
Nicollet,MN,,,
Nobles,MN,,,
Norman,MN,,,
Olmsted,MN,,,
Otter Tail,MN,,,
Pennington,MN,,,
Pine,MN,,,
Pipestone,MN,,,
Polk,MN,,,
Pope,MN,,,
Ramsey,MN,,,
Red Lake,MN,,,
Redwood,MN,,,
Renville,MN,,,
Rice,MN,,,
Rock,MN,,,
Roseau,MN,,,
St. Louis,MN,,,
Scott,MN,,,
Sherburne,MN,,,
Sibley,MN,,,
Stearns,MN,,,
Steele,MN,,,
Stevens,MN,,,
Swift,MN,,,
Todd,MN,,,
Traverse,MN,,,
Wabasha,MN,,,
Wadena,MN,,,
Waseca,MN,,,
Washington,MN,,,
Watonwan,MN,,,
Wilkin,MN,,,
Winona,MN,,,
Wright,MN,,,
Yellow Medicine,MN,,,
Adams,MS,6812,6689,13501
Alcorn,MS,6304,2882,9186
Amite,MS,3206,1926,5132
Attala,MS,4776,2187,6963
Benton,MS,1630,1035,2665
Bolivar,MS,5018,6486,11504
Calhoun,MS,4823,670,5493
Carroll,MS,2131,1063,3194
Chickasaw,MS,4062,1101,5163
Choctaw,MS,2543,628,3171
Claiborne,MS,1143,2359,3502
Clarke,MS,4214,1176,5390
Clay,MS,3505,2004,5509
Coahoma,MS,3671,7227,10898
Copiah,MS,4951,3428,8379
Covington,MS,3668,1136,4804
DeSoto,MS,5346,2990,8336
Forrest,MS,9975,6251,16226
Franklin,MS,2429,1013,3442
George,MS,3992,385,4377
Greene,MS,2744,581,3325
Grenada,MS,4335,2768,7103
Hancock,MS,4072,1969,6041
Harrison,MS,18157,11091,29248
Hinds,MS,32366,28368,60734
Holmes,MS,3008,4401,7409
Humphreys,MS,2151,1477,3628
Issaquena,MS,534,571,1105
Itawamba,MS,5204,986,6190
Jackson,MS,15261,5178,20439
Jasper,MS,3100,1360,4460
Jefferson,MS,1112,2268,3380
Jefferson Davis,MS,2614,1762,4376
Jones,MS,12276,5718,17994
Kemper,MS,2530,822,3352
Lafayette,MS,3329,2813,6142
Lamar,MS,4422,897,5319
Lauderdale,MS,14842,5523,20365
Lawrence,MS,2825,1069,3894
Leake,MS,4568,1748,6316
Lee,MS,9232,4434,13666
Leflore,MS,5732,5900,11632
Lincoln,MS,7276,2642,9918
Lowndes,MS,6829,4197,11026
Madison,MS,4071,5391,9462
Marion,MS,5848,2485,8333
Marshall,MS,2794,3484,6278
Monroe,MS,7856,2673,10529
Montgomery,MS,2988,1371,4359
Neshoba,MS,6417,1398,7815
Newton,MS,5561,1341,6902
Noxubee,MS,2040,1619,3659
Oktibbeha,MS,4127,3102,7229
Panola,MS,4133,3841,7974
Pearl River,MS,6050,2224,8274
Perry,MS,2541,666,3207
Pike,MS,5846,4308,10154
Pontotoc,MS,4798,1332,6130
Prentiss,MS,5055,1163,6218
Quitman,MS,2443,1936,4379
Rankin,MS,9224,3099,12323
Scott,MS,5093,1671,6764
Sharkey,MS,1188,1221,2409
Simpson,MS,5064,1954,7018
Smith,MS,4367,789,5156
Stone,MS,2140,572,2712
Sunflower,MS,3932,3638,7570
Tallahatchie,MS,3076,2054,5130
Tate,MS,2810,1767,4577
Tippah,MS,4627,1252,5879
Tishomingo,MS,4569,975,5544
Tunica,MS,783,1546,2329
Union,MS,5198,1572,6770
Walthall,MS,3186,1620,4806
Warren,MS,7217,6895,14112
Washington,MS,6300,9020,15320
Wayne,MS,4089,986,5075
Webster,MS,3398,625,4023
Wilkinson,MS,1503,2416,3919
Winston,MS,4635,1419,6054
Yalobusha,MS,2725,1435,4160
Yazoo,MS,4939,3121,8060
Adair,MO,592,7269,7861
Andrew,MO,359,5403,5762
Atchison,MO,337,3958,4295
Audrain,MO,1012,9811,10823
Barry,MO,758,8935,9693
Barton,MO,499,4760,5259
Bates,MO,801,7457,8258
Benton,MO,498,4244,4742
Bollinger,MO,583,3976,4559
Boone,MO,2015,23688,25703
Buchanan,MO,2752,31961,34713
Butler,MO,2759,10705,13464
Caldwell,MO,430,4121,4551
Callaway,MO,1276,8015,9291
Camden,MO,633,5105,5738
Cape Girardeau,MO,2351,16954,19305
Carroll,MO,645,6153,6798
Carter,MO,289,1599,1888
Cass,MO,1938,9739,11677
Cedar,MO,430,4158,4588
Chariton,MO,509,4775,5284
Christian,MO,633,5605,6238
Clark,MO,342,3600,3942
Clay,MO,6972,37190,44162
Clinton,MO,619,5184,5803
Cole,MO,1625,17491,19116
Cooper,MO,530,6913,7443
Crawford,MO,671,5648,6319
Dade,MO,330,3167,3497
Dallas,MO,465,4072,4537
Daviess,MO,334,3964,4298
DeKalb,MO,285,3564,3849
Dent,MO,469,4179,4648
Douglas,MO,412,3814,4226
Dunklin,MO,2903,9429,12332
Franklin,MO,1960,17389,19349
Gasconade,MO,364,5531,5895
Gentry,MO,216,4475,4691
Greene,MO,6751,52297,59048
Grundy,MO,419,5189,5608
Harrison,MO,412,4780,5192
Henry,MO,682,7338,8020
Hickory,MO,209,2021,2230
Holt,MO,379,3242,3621
Howard,MO,507,4158,4665
Howell,MO,1444,8394,9838
Iron,MO,491,3355,3846
Jackson,MO,28980,203240,232220
Jasper,MO,3181,27781,30962
Jefferson,MO,6115,24938,31053
Johnson,MO,1018,8318,9336
Knox,MO,350,2819,3169
Laclede,MO,852,7818,8670
Lafayette,MO,1105,11699,12804
Lawrence,MO,898,10544,11442
Lewis,MO,537,4105,4642
Lincoln,MO,1297,6327,7624
Linn,MO,513,7728,8241
Livingston,MO,518,7294,7812
McDonald,MO,681,5213,5894
Macon,MO,821,7266,8087
Madison,MO,615,3685,4300
Maries,MO,403,2623,3026
Marion,MO,1221,10148,11369
Mercer,MO,125,2189,2314
Miller,MO,668,6152,6820
Mississippi,MO,1575,3724,5299
Moniteau,MO,586,4897,5483
Monroe,MO,516,4125,4641
Montgomery,MO,623,4794,5417
Morgan,MO,504,4555,5059
New Madrid,MO,2984,6512,9496
Newton,MO,1481,12407,13888
Nodaway,MO,615,9230,9845
Oregon,MO,625,2939,3564
Osage,MO,394,4647,5041
Ozark,MO,304,2573,2877
Pemiscot,MO,2950,4872,7822
Perry,MO,462,5816,6278
Pettis,MO,1549,13072,14621
Phelps,MO,1995,9788,11783
Pike,MO,803,6264,7067
Platte,MO,1815,9501,11316
Polk,MO,614,6315,6929
Pulaski,MO,718,4858,5576
Putnam,MO,169,2923,3092
Ralls,MO,478,3075,3553
Randolph,MO,893,8392,9285
Ray,MO,1078,6128,7206
Reynolds,MO,438,2143,2581
Ripley,MO,677,3413,4090
St. Charles,MO,5752,23907,29659
St. Clair,MO,411,3767,4178
Ste. Genevieve,MO,440,4162,4602
St. Francois,MO,1867,13871,15738
St. Louis Co.,MO,39234,346141,385375
Saline,MO,704,9344,10048
Schuyler,MO,168,2260,2428
Scotland,MO,210,2894,3104
Scott,MO,2474,8169,10643
Shannon,MO,446,2264,2710
Shelby,MO,358,3738,4096
Stoddard,MO,1751,7069,8820
Stone,MO,455,4010,4465
Sullivan,MO,225,4239,4464
Taney,MO,414,4508,4922
Texas,MO,981,7139,8120
Vernon,MO,783,7147,7930
Warren,MO,565,3702,4267
Washington,MO,776,4933,5709
Wayne,MO,641,3870,4511
Webster,MO,572,6665,7237
Worth,MO,126,1777,1903
Wright,MO,487,4913,5400
St. Louis,MO,19652,201262,220914
Beaverhead,MT,,,
Big Horn,MT,,,
Blaine,MT,,,
Broadwater,MT,,,
Carbon,MT,,,
Carter,MT,,,
Cascade,MT,,,
Chouteau,MT,,,
Custer,MT,,,
Daniels,MT,,,
Dawson,MT,,,
Deer Lodge,MT,,,
Fallon,MT,,,
Fergus,MT,,,
Flathead,MT,,,
Gallatin,MT,,,
Garfield,MT,,,
Glacier,MT,,,
Golden Valley,MT,,,
Granite,MT,,,
Hill,MT,,,
Jefferson,MT,,,
Judith Basin,MT,,,
Lake,MT,,,
Lewis and Clark,MT,,,
Liberty,MT,,,
Lincoln,MT,,,
McCone,MT,,,
Madison,MT,,,
Meagher,MT,,,
Mineral,MT,,,
Missoula,MT,,,
Musselshell,MT,,,
Park,MT,,,
Petroleum,MT,,,
Phillips,MT,,,
Pondera,MT,,,
Powder River,MT,,,
Powell,MT,,,
Prairie,MT,,,
Ravalli,MT,,,
Richland,MT,,,
Roosevelt,MT,,,
Rosebud,MT,,,
Sanders,MT,,,
Sheridan,MT,,,
Silver Bow,MT,,,
Stillwater,MT,,,
Sweet Grass,MT,,,
Teton,MT,,,
Toole,MT,,,
Treasure,MT,,,
Valley,MT,,,
Wheatland,MT,,,
Wibaux,MT,,,
Yellowstone,MT,,,
Adams,NE,,,
Antelope,NE,,,
Arthur,NE,,,
Banner,NE,,,
Blaine,NE,,,
Boone,NE,,,
Box Butte,NE,,,
Boyd,NE,,,
Brown,NE,,,
Buffalo,NE,,,
Burt,NE,,,
Butler,NE,,,
Cass,NE,,,
Cedar,NE,,,
Chase,NE,,,
Cherry,NE,,,
Cheyenne,NE,,,
Clay,NE,,,
Colfax,NE,,,
Cuming,NE,,,
Custer,NE,,,
Dakota,NE,,,
Dawes,NE,,,
Dawson,NE,,,
Deuel,NE,,,
Dixon,NE,,,
Dodge,NE,,,
Douglas,NE,,,
Dundy,NE,,,
Fillmore,NE,,,
Franklin,NE,,,
Frontier,NE,,,
Furnas,NE,,,
Gage,NE,,,
Garden,NE,,,
Garfield,NE,,,
Gosper,NE,,,
Grant,NE,,,
Greeley,NE,,,
Hall,NE,,,
Hamilton,NE,,,
Harlan,NE,,,
Hayes,NE,,,
Hitchcock,NE,,,
Holt,NE,,,
Hooker,NE,,,
Howard,NE,,,
Jefferson,NE,,,
Johnson,NE,,,
Kearney,NE,,,
Keith,NE,,,
Keya Paha,NE,,,
Kimball,NE,,,
Knox,NE,,,
Lancaster,NE,,,
Lincoln,NE,,,
Logan,NE,,,
Loup,NE,,,
McPherson,NE,,,
Madison,NE,,,
Merrick,NE,,,
Morrill,NE,,,
Nance,NE,,,
Nemaha,NE,,,
Nuckolls,NE,,,
Otoe,NE,,,
Pawnee,NE,,,
Perkins,NE,,,
Phelps,NE,,,
Pierce,NE,,,
Platte,NE,,,
Polk,NE,,,
Red Willow,NE,,,
Richardson,NE,,,
Rock,NE,,,
Saline,NE,,,
Sarpy,NE,,,
Saunders,NE,,,
Scotts Bluff,NE,,,
Seward,NE,,,
Sheridan,NE,,,
Sherman,NE,,,
Sioux,NE,,,
Stanton,NE,,,
Thayer,NE,,,
Thomas,NE,,,
Thurston,NE,,,
Valley,NE,,,
Washington,NE,,,
Wayne,NE,,,
Webster,NE,,,
Wheeler,NE,,,
York,NE,,,
Churchill,NV,,,
Clark,NV,,,
Douglas,NV,,,
Elko,NV,,,
Esmeralda,NV,,,
Eureka,NV,,,
Humboldt,NV,,,
Lander,NV,,,
Lincoln,NV,,,
Lyon,NV,,,
Mineral,NV,,,
Nye,NV,,,
Pershing,NV,,,
Storey,NV,,,
Washoe,NV,,,
White Pine,NV,,,
Carson City,NV,,,
Belknap,NH,,,
Carroll,NH,,,
Cheshire,NH,,,
Coos,NH,,,
Grafton,NH,,,
Hillsborough,NH,,,
Merrimack,NH,,,
Rockingham,NH,,,
Strafford,NH,,,
Sullivan,NH,,,
Atlantic,NJ,,,
Bergen,NJ,,,
Burlington,NJ,,,
Camden,NJ,,,
Cape May,NJ,,,
Cumberland,NJ,,,
Essex,NJ,,,
Gloucester,NJ,,,
Hudson,NJ,,,
Hunterdon,NJ,,,
Mercer,NJ,,,
Middlesex,NJ,,,
Monmouth,NJ,,,
Morris,NJ,,,
Ocean,NJ,,,
Passaic,NJ,,,
Salem,NJ,,,
Somerset,NJ,,,
Sussex,NJ,,,
Union,NJ,,,
Warren,NJ,,,
Bernalillo,NM,,,
Catron,NM,,,
Chaves,NM,,,
Cibola,NM,,,
Colfax,NM,,,
Curry,NM,,,
De Baca,NM,,,
Dona Ana,NM,,,
Eddy,NM,,,
Grant,NM,,,
Guadalupe,NM,,,
Harding,NM,,,
Hidalgo,NM,,,
Lea,NM,,,
Lincoln,NM,,,
Los Alamos,NM,,,
Luna,NM,,,
McKinley,NM,,,
Mora,NM,,,
Otero,NM,,,
Quay,NM,,,
Rio Arriba,NM,,,
Roosevelt,NM,,,
Sandoval,NM,,,
San Juan,NM,,,
San Miguel,NM,,,
Santa Fe,NM,,,
Sierra,NM,,,
Socorro,NM,,,
Taos,NM,,,
Torrance,NM,,,
Union,NM,,,
Valencia,NM,,,
Albany,NY,,,
Allegany,NY,,,
Bronx,NY,,,
Broome,NY,,,
Cattaraugus,NY,,,
Cayuga,NY,,,
Chautauqua,NY,,,
Chemung,NY,,,
Chenango,NY,,,
Clinton,NY,,,
Columbia,NY,,,
Cortland,NY,,,
Delaware,NY,,,
Dutchess,NY,,,
Erie,NY,,,
Essex,NY,,,
Franklin,NY,,,
Fulton,NY,,,
Genesee,NY,,,
Greene,NY,,,
Hamilton,NY,,,
Herkimer,NY,,,
Jefferson,NY,,,
Kings,NY,,,
Lewis,NY,,,
Livingston,NY,,,
Madison,NY,,,
Monroe,NY,,,
Montgomery,NY,,,
Nassau,NY,,,
New York,NY,,,
Niagara,NY,,,
Oneida,NY,,,
Onondaga,NY,,,
Ontario,NY,,,
Orange,NY,,,
Orleans,NY,,,
Oswego,NY,,,
Otsego,NY,,,
Putnam,NY,,,
Queens,NY,,,
Rensselaer,NY,,,
Richmond,NY,,,
Rockland,NY,,,
St. Lawrence,NY,,,
Saratoga,NY,,,
Schenectady,NY,,,
Schoharie,NY,,,
Schuyler,NY,,,
Seneca,NY,,,
Steuben,NY,,,
Suffolk,NY,,,
Sullivan,NY,,,
Tioga,NY,,,
Tompkins,NY,,,
Ulster,NY,,,
Warren,NY,,,
Washington,NY,,,
Wayne,NY,,,
Westchester,NY,,,
Wyoming,NY,,,
Yates,NY,,,
Alamance,NC,13139,20551,33690
Alexander,NC,2203,6213,8416
Alleghany,NC,904,2797,3701
Anson,NC,3571,4443,8014
Ashe,NC,888,8320,9208
Avery,NC,690,3828,4518
Beaufort,NC,5686,5901,11587
Bertie,NC,3108,4018,7126
Bladen,NC,3897,4500,8397
Brunswick,NC,3358,5376,8734
Buncombe,NC,11889,35655,47544
Burke,NC,5892,16772,22664
Cabarrus,NC,6538,18727,25265
Caldwell,NC,5095,15179,20274
Camden,NC,1100,887,1987
Carteret,NC,3061,8355,11416
Caswell,NC,2851,3173,6024
Catawba,NC,7285,25367,32652
Chatham,NC,3239,7377,10616
Cherokee,NC,915,6170,7085
Chowan,NC,1696,1999,3695
Clay,NC,293,2237,2530
Cleveland,NC,9649,12959,22608
Columbus,NC,6693,8124,14817
Craven,NC,6509,7231,13740
Cumberland,NC,9539,19081,28620
Currituck,NC,1471,1101,2572
Dare,NC,844,1735,2579
Davidson,NC,11544,24272,35816
Davie,NC,2515,5368,7883
Duplin,NC,6082,6175,12257
Durham,NC,13542,29268,42810
Edgecombe,NC,5861,8441,14302
Forsyth,NC,15681,51904,67585
Franklin,NC,5525,4230,9755
Gaston,NC,13973,28841,42814
Gates,NC,1227,1557,2784
Graham,NC,363,2631,2994
Granville,NC,4071,4475,8546
Greene,NC,2906,2210,5116
Guilford,NC,19751,64600,84351
Halifax,NC,7116,8075,15191
Harnett,NC,6531,9191,15722
Haywood,NC,3898,11908,15806
Henderson,NC,3861,12387,16248
Hertford,NC,2203,4400,6603
Hoke,NC,1545,2997,4542
Hyde,NC,833,1170,2003
Iredell,NC,9021,15435,24456
Jackson,NC,1080,6703,7783
Johnston,NC,9212,11256,20468
Jones,NC,1780,1586,3366
Lee,NC,3711,5110,8821
Lenoir,NC,8036,7697,15733
Lincoln,NC,3161,10232,13393
McDowell,NC,3018,7283,10301
Macon,NC,1162,5365,6527
Madison,NC,1034,5331,6365
Martin,NC,3818,4339,8157
Mecklenburg,NC,20070,87427,107497
Mitchell,NC,603,4597,5200
Montgomery,NC,2259,5480,7739
Moore,NC,3263,8905,12168
Nash,NC,9230,9885,19115
New Hanover,NC,9291,17770,27061
Northampton,NC,2986,4932,7918
Onslow,NC,5542,6725,12267
Orange,NC,3845,14463,18308
Pamlico,NC,1447,2025,3472
Pasquotank,NC,3597,3994,7591
Pender,NC,2720,2949,5669
Perquimans,NC,1554,1491,3045
Person,NC,4065,4782,8847
Pitt,NC,9167,13441,22608
Polk,NC,1484,4073,5557
Randolph,NC,6892,18801,25693
Richmond,NC,5457,7122,12579
Robeson,NC,6441,12774,19215
Rockingham,NC,9324,14869,24193
Rowan,NC,9220,23281,32501
Rutherford,NC,4476,12407,16883
Sampson,NC,4527,11394,15921
Scotland,NC,2016,3969,5985
Stanly,NC,4706,13627,18333
Stokes,NC,3410,7155,10565
Surry,NC,4103,14726,18829
Swain,NC,537,2721,3258
Transylvania,NC,2365,6243,8608
Tyrrell,NC,415,872,1287
Union,NC,4761,8920,13681
Vance,NC,5244,6104,11348
Wake,NC,17250,49907,67157
Warren,NC,2294,3089,5383
Washington,NC,1866,2914,4780
Watauga,NC,1060,8033,9093
Wayne,NC,8709,11016,19725
Wilkes,NC,2876,15692,18568
Wilson,NC,7903,8226,16129
Yadkin,NC,2397,7328,9725
Yancey,NC,752,4663,5415
Adams,ND,,,
Barnes,ND,,,
Benson,ND,,,
Billings,ND,,,
Bottineau,ND,,,
Bowman,ND,,,
Burke,ND,,,
Burleigh,ND,,,
Cass,ND,,,
Cavalier,ND,,,
Dickey,ND,,,
Divide,ND,,,
Dunn,ND,,,
Eddy,ND,,,
Emmons,ND,,,
